Category,City,Customer ID,Customer Name,Discount,Order Date,Order ID,Postal Code,Product ID,Product Name,Profit,Quantity,Ship Date,Ship Mode,State,Sub-Category,Sales,Year,Month,Time Delivery,Price per unit
Furniture,Philadelphia,MS-17980,Michael Stewart,0.3,2018-12-04,CA-2018-117667,19134.0,FUR-CH-10004540,Global Chrome Stack Chair,-10.284,10,2018-12-09,Standard Class,Pennsylvania,Chairs,239.96,2018,12,5,34.28
Furniture,Columbus,NS-18640,Noel Staavos,0.3,2017-12-11,CA-2017-162187,43229.0,FUR-CH-10003298,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",-137.529,5,2017-12-11,Same Day,Ohio,Chairs,458.43,2017,12,0,130.98
Furniture,Parma,SP-20920,Susan Pistek,0.3,2017-11-12,CA-2017-124590,44134.0,FUR-CH-10004495,"Global Leather and Oak Executive Chair, Black",-21.0686,7,2017-11-16,Standard Class,Ohio,Chairs,1474.8,2017,11,4,300.98
Furniture,Parma,SP-20920,Susan Pistek,0.3,2017-11-12,CA-2017-124590,44134.0,FUR-CH-10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",0.0,9,2017-11-16,Standard Class,Ohio,Chairs,1537.07,2017,11,4,243.98
Furniture,Parma,SP-20920,Susan Pistek,0.3,2017-11-12,CA-2017-124590,44134.0,FUR-CH-10003746,Hon 4070 Series Pagoda Round Back Stacking Chairs,-12.8392,2,2017-11-16,Standard Class,Ohio,Chairs,449.37,2017,11,4,320.98
Furniture,Lawrence,CT-11995,Carol Triggs,0.3,2015-05-07,CA-2015-166086,1841.0,FUR-TA-10003469,Balt Split Level Computer Training Table,-38.85,2,2015-05-12,Standard Class,Massachusetts,Tables,194.25,2015,5,5,138.75
Furniture,Philadelphia,PS-18760,Pamela Stobb,0.3,2018-09-14,CA-2018-156237,19140.0,FUR-CH-10002372,Office Star - Ergonomically Designed Knee Chair,-29.1528,2,2018-09-15,First Class,Pennsylvania,Chairs,113.37,2018,9,1,80.98
Furniture,Springfield,KN-16390,Katherine Nockton,0.3,2016-08-21,CA-2016-154823,45503.0,FUR-CH-10003379,Global Commerce Series High-Back Swivel/Tilt Chairs,-42.747,3,2016-08-25,Standard Class,Ohio,Chairs,598.45,2016,8,4,284.98
Furniture,Philadelphia,SV-20365,Seth Vernon,0.3,2018-07-18,US-2018-165358,19134.0,FUR-CH-10002647,"Situations Contoured Folding Chairs, 4/Set",-14.196,4,2018-07-23,Standard Class,Pennsylvania,Chairs,198.74,2018,7,5,70.98
Furniture,Newark,KH-16330,Katharine Harms,0.3,2018-06-19,CA-2018-128944,43055.0,FUR-CH-10000785,Global Ergonomic Managers Chair,-43.4352,6,2018-06-21,Second Class,Ohio,Chairs,760.11,2018,6,2,180.98
Furniture,Philadelphia,TP-21415,Tom Prescott,0.3,2018-08-17,CA-2018-118892,19134.0,FUR-CH-10002024,HON 5400 Series Task Chairs for Big and Tall,-630.882,9,2018-08-22,Second Class,Pennsylvania,Chairs,4416.17,2018,8,5,700.98
Furniture,Philadelphia,DS-13180,David Smith,0.3,2017-11-28,CA-2017-127243,19140.0,FUR-CH-10002647,"Situations Contoured Folding Chairs, 4/Set",-24.843,7,2017-12-04,Standard Class,Pennsylvania,Chairs,347.8,2017,11,6,70.98
Furniture,Philadelphia,SC-20770,Stewart Carmichael,0.3,2017-03-13,US-2017-114013,19134.0,FUR-CH-10004287,SAFCO Arco Folding Chair,-5.524,2,2017-03-15,Second Class,Pennsylvania,Chairs,386.68,2017,3,2,276.2
Furniture,Philadelphia,EB-13705,Ed Braxton,0.3,2015-12-15,CA-2015-129938,19140.0,FUR-CH-10003774,"Global Wood Trimmed Manager's Task Chair, Khaki",-108.2662,7,2015-12-17,Second Class,Pennsylvania,Chairs,445.8,2015,12,2,90.98
Furniture,Dover,PM-19135,Peter McVee,0.3,2016-12-19,US-2016-134558,3820.0,FUR-TA-10003473,Bretford Rectangular Conference Table Tops,-105.3164,4,2016-12-24,Second Class,New Hampshire,Tables,1053.16,2016,12,5,376.13
Furniture,Lancaster,MD-17350,Maribeth Dona,0.3,2017-09-05,CA-2017-162383,43130.0,FUR-CH-10004477,"Global Push Button Manager's Chair, Indigo",-1.2178,2,2017-09-11,Standard Class,Ohio,Chairs,85.24,2017,9,6,60.89
Furniture,Lancaster,BD-11605,Brian Dahlen,0.3,2017-12-30,CA-2017-105746,17602.0,FUR-CH-10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",0.0,1,2018-01-01,First Class,Pennsylvania,Chairs,170.78,2017,12,2,243.97
Furniture,Philadelphia,DB-13210,Dean Braden,0.3,2017-09-05,CA-2017-158778,19134.0,FUR-CH-10001146,"Global Task Chair, Black",-19.3382,2,2017-09-09,Standard Class,Pennsylvania,Chairs,71.24,2017,9,4,50.89
Furniture,Philadelphia,DB-13210,Dean Braden,0.3,2017-09-05,CA-2017-158778,19134.0,FUR-CH-10000309,Global Comet Stacking Arm Chair,-63.3765,3,2017-09-09,Standard Class,Pennsylvania,Chairs,887.27,2017,9,4,422.51
Furniture,Everett,MA-17560,Matt Abelman,0.3,2016-11-27,CA-2016-130974,2149.0,FUR-TA-10004619,Hon Non-Folding Utility Tables,0.0,4,2016-11-29,Second Class,Massachusetts,Tables,446.06,2016,11,2,159.31
Furniture,Lawrence,BF-11170,Ben Ferrer,0.3,2018-12-14,CA-2018-151799,1841.0,FUR-TA-10003473,Bretford Rectangular Conference Table Tops,-52.6582,2,2018-12-18,Standard Class,Massachusetts,Tables,526.58,2018,12,4,376.13
Furniture,Clinton,DK-13090,Dave Kipp,0.3,2017-02-14,CA-2017-134334,20735.0,FUR-TA-10002356,Bevis Boat-Shaped Conference Table,-47.1798,3,2017-02-15,First Class,Maryland,Tables,550.43,2017,2,1,262.11
Furniture,Philadelphia,PO-19195,Phillina Ober,0.3,2016-11-20,CA-2016-110891,19140.0,FUR-CH-10002880,"Global High-Back Leather Tilter, Burgundy",-93.4724,4,2016-11-24,Standard Class,Pennsylvania,Chairs,344.37,2016,11,4,122.99
Furniture,Philadelphia,EG-13900,Emily Grady,0.3,2018-12-08,US-2018-167570,19140.0,FUR-CH-10003396,Global Deluxe Steno Chair,-58.5048,4,2018-12-15,Standard Class,Pennsylvania,Chairs,215.54,2018,12,7,76.98
Furniture,Baltimore,MS-17830,Melanie Seite,0.3,2017-10-04,CA-2017-131296,21215.0,FUR-TA-10002622,"Bush Andora Conference Table, Maple/Graphite Gray Finish",-23.9372,2,2017-10-09,Standard Class,Maryland,Tables,239.37,2017,10,5,170.98
Furniture,Franklin,EJ-14155,Eva Jacobs,0.3,2017-12-01,CA-2017-142594,2038.0,FUR-TA-10001095,Chromcraft Round Conference Tables,-47.0583,3,2017-12-06,Second Class,Massachusetts,Tables,366.0,2017,12,5,174.29
Furniture,Springfield,SR-20425,Sharelle Roach,0.3,2018-11-02,CA-2018-120061,45503.0,FUR-CH-10001973,Office Star Flex Back Scooter Chair with White Frame,-35.5136,2,2018-11-07,Second Class,Ohio,Chairs,155.37,2018,11,5,110.98
Furniture,Cranston,AH-10075,Adam Hart,0.3,2018-10-23,CA-2018-125451,2920.0,FUR-TA-10001039,KI Adjustable-Height Table,-13.7568,4,2018-10-24,First Class,Rhode Island,Tables,240.74,2018,10,1,85.98
Furniture,Cranston,AH-10075,Adam Hart,0.3,2018-10-23,CA-2018-125451,2920.0,FUR-TA-10004915,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",-127.5792,3,2018-10-24,First Class,Rhode Island,Tables,637.89,2018,10,1,303.76
Furniture,Philadelphia,HR-14830,Harold Ryan,0.3,2016-12-22,CA-2016-157287,19140.0,FUR-CH-10001270,Harbour Creations Steel Folding Chair,0.0,7,2016-12-23,First Class,Pennsylvania,Chairs,422.62,2016,12,1,86.25
Furniture,Philadelphia,JP-16135,Julie Prescott,0.3,2017-11-03,CA-2017-134180,19120.0,FUR-CH-10004886,Bevis Steel Folding Chairs,-13.433,7,2017-11-07,Standard Class,Pennsylvania,Chairs,470.15,2017,11,4,95.95
Furniture,Philadelphia,MH-18115,Mick Hernandez,0.3,2018-05-13,CA-2018-137785,19140.0,FUR-CH-10001482,Office Star - Mesh Screen back chair with Vinyl seat,-124.431,5,2018-05-17,Standard Class,Pennsylvania,Chairs,458.43,2018,5,4,130.98
Furniture,Philadelphia,NS-18505,Neola Schneider,0.3,2018-01-19,CA-2018-153045,19140.0,FUR-CH-10000309,Global Comet Stacking Arm Chair,-63.3765,3,2018-01-24,Second Class,Pennsylvania,Chairs,887.27,2018,1,5,422.51
Furniture,Philadelphia,SC-20305,Sean Christensen,0.3,2018-12-01,CA-2018-122539,19140.0,FUR-CH-10003379,Global Commerce Series High-Back Swivel/Tilt Chairs,-28.498,2,2018-12-05,Standard Class,Pennsylvania,Chairs,398.97,2018,12,4,284.98
Furniture,Philadelphia,TB-21625,Trudy Brown,0.3,2018-11-30,US-2018-165456,19134.0,FUR-CH-10003981,Global Commerce Series Low-Back Swivel/Tilt Chairs,-15.4188,6,2018-12-03,First Class,Pennsylvania,Chairs,1079.31,2018,11,3,256.98
Furniture,Troy,CK-12325,Christine Kargatis,0.3,2018-02-17,CA-2018-109085,45373.0,FUR-CH-10003981,Global Commerce Series Low-Back Swivel/Tilt Chairs,-12.849,5,2018-02-20,First Class,Ohio,Chairs,899.42,2018,2,3,256.98
Furniture,Columbus,VP-21760,Victoria Pisteka,0.3,2016-05-29,CA-2016-111339,43229.0,FUR-CH-10000863,Novimex Swivel Fabric Task Chair,-86.0586,3,2016-05-31,First Class,Ohio,Chairs,317.05,2016,5,2,150.98
Furniture,Wheeling,NF-18385,Natalie Fritzler,0.3,2018-10-12,CA-2018-130505,26003.0,FUR-TA-10001932,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",-76.9536,3,2018-10-12,Same Day,West Virginia,Tables,673.34,2018,10,0,320.64
Furniture,Philadelphia,TB-21520,Tracy Blumstein,0.2,2016-09-17,US-2016-150630,19140.0,FUR-FU-10004848,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",15.525,3,2016-09-21,Standard Class,Pennsylvania,Furnishings,124.2,2016,9,4,51.75
Office Supplies,Philadelphia,TB-21520,Tracy Blumstein,0.2,2016-09-17,US-2016-150630,19140.0,OFF-EN-10001509,Poly String Tie Envelopes,1.1016,2,2016-09-21,Standard Class,Pennsylvania,Envelopes,3.26,2016,9,4,2.04
Office Supplies,Philadelphia,TB-21520,Tracy Blumstein,0.2,2016-09-17,US-2016-150630,19140.0,OFF-AR-10004042,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",9.7092,6,2016-09-21,Standard Class,Pennsylvania,Art,86.3,2016,9,4,17.98
Office Supplies,Philadelphia,TB-21520,Tracy Blumstein,0.2,2016-09-17,US-2016-150630,19140.0,OFF-AR-10001683,Lumber Crayons,3.546,2,2016-09-21,Standard Class,Pennsylvania,Art,15.76,2016,9,4,9.85
Office Supplies,Troy,TB-21055,Ted Butterfield,0.2,2017-06-17,CA-2017-111682,12180.0,OFF-BI-10001460,Plastic Binding Combs,16.362,4,2017-06-18,First Class,New York,Binders,48.47,2017,6,1,15.15
Office Supplies,New York City,HM-14980,Henry MacAllister,0.2,2017-09-18,CA-2017-106075,10009.0,OFF-BI-10004654,Avery Binding System Hidden Tab Executive Style Index Sets,1.731,1,2017-09-23,Standard Class,New York,Binders,4.61,2017,9,5,5.76
Office Supplies,Columbus,RC-19960,Ryan Crowe,0.2,2015-08-25,CA-2015-115259,43229.0,OFF-FA-10000621,"OIC Colored Binder Clips, Assorted Sizes",14.5348,14,2015-08-27,Second Class,Ohio,Fasteners,40.09,2015,8,2,3.58
Office Supplies,Columbus,RC-19960,Ryan Crowe,0.2,2015-08-25,CA-2015-115259,43229.0,OFF-EN-10002600,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",1.652,2,2015-08-27,Second Class,Ohio,Envelopes,4.71,2015,8,2,2.94
Office Supplies,Columbus,RC-19960,Ryan Crowe,0.2,2015-08-25,CA-2015-115259,43229.0,OFF-PA-10004965,Xerox 1921,7.4925,3,2015-08-27,Second Class,Ohio,Paper,23.97,2015,8,2,9.99
Office Supplies,Columbus,RC-19960,Ryan Crowe,0.2,2015-08-25,CA-2015-115259,43229.0,OFF-EN-10002504,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",44.0316,6,2015-08-27,Second Class,Ohio,Envelopes,130.46,2015,8,2,27.18
Office Supplies,Columbus,DW-13585,Dorothy Wardle,0.2,2018-02-02,US-2018-164147,43229.0,OFF-PA-10002377,Xerox 1916,29.364,2,2018-02-05,First Class,Ohio,Paper,78.3,2018,2,3,48.94
Office Supplies,Columbus,DW-13585,Dorothy Wardle,0.2,2018-02-02,US-2018-164147,43229.0,OFF-FA-10002780,Staples,6.9732,9,2018-02-05,First Class,Ohio,Fasteners,21.45,2018,2,3,2.98
Furniture,Philadelphia,JD-15895,Jonathan Doherty,0.2,2017-09-05,CA-2017-110366,19140.0,FUR-FU-10004848,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",10.35,2,2017-09-07,Second Class,Pennsylvania,Furnishings,82.79,2017,9,2,51.74
Furniture,Newark,MG-17680,Maureen Gastineau,0.2,2015-10-22,CA-2015-110072,43055.0,FUR-FU-10000521,"Seth Thomas 14"" Putty-Colored Wall Clock",12.9096,4,2015-10-28,Standard Class,Ohio,Furnishings,93.88,2015,10,6,29.34
Technology,Philadelphia,EM-13960,Eric Murdock,0.2,2016-12-28,CA-2016-119697,19134.0,TEC-AC-10003657,Lenovo 17-Key USB Numeric Keypad,1.3596,2,2016-12-31,Second Class,Pennsylvania,Accessories,54.38,2016,12,3,33.99
Office Supplies,Newark,JE-15745,Joel Eaton,0.2,2016-11-21,US-2016-101511,43055.0,OFF-SU-10002189,Acme Rosewood Handle Letter Opener,-3.7715,5,2016-11-23,Second Class,Ohio,Supplies,15.88,2016,11,2,3.97
Furniture,New York City,MP-17470,Mark Packer,0.2,2016-10-12,CA-2016-102281,10035.0,FUR-BO-10002613,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",112.392,4,2016-10-14,First Class,New York,Bookcases,899.13,2016,10,2,280.98
Furniture,New York City,MP-17470,Mark Packer,0.2,2016-10-12,CA-2016-102281,10035.0,FUR-BO-10002545,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",46.9764,3,2016-10-14,First Class,New York,Bookcases,626.35,2016,10,2,260.98
Office Supplies,Hamilton,CB-12025,Cassandra Brandow,0.2,2015-03-21,CA-2015-140004,45011.0,OFF-AR-10004685,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",1.2038,2,2015-03-25,Standard Class,Ohio,Art,7.4,2015,3,4,4.62
Office Supplies,Hamilton,CB-12025,Cassandra Brandow,0.2,2015-03-21,CA-2015-140004,45011.0,OFF-AR-10004027,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",1.5876,3,2015-03-25,Standard Class,Ohio,Art,6.04,2015,3,4,2.52
Office Supplies,Philadelphia,FH-14365,Fred Hopkins,0.2,2018-07-06,US-2018-124303,19120.0,OFF-PA-10002749,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",5.8203,3,2018-07-13,Standard Class,Pennsylvania,Paper,16.05,2018,7,7,6.69
Office Supplies,Akron,MB-17305,Maria Bertelson,0.2,2018-06-24,CA-2018-105074,44312.0,OFF-PA-10002666,Southworth 25% Cotton Linen-Finish Paper & Envelopes,6.795,3,2018-06-29,Standard Class,Ohio,Paper,21.74,2018,6,5,9.06
Office Supplies,Medina,VW-21775,Victoria Wilson,0.2,2016-01-02,CA-2016-146262,44256.0,OFF-LA-10004544,Avery 505,8.88,2,2016-01-09,Standard Class,Ohio,Labels,23.68,2016,1,7,14.8
Technology,Medina,VW-21775,Victoria Wilson,0.2,2016-01-02,CA-2016-146262,44256.0,TEC-AC-10000109,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,4.4792,2,2016-01-09,Standard Class,Ohio,Accessories,89.58,2016,1,7,55.99
Office Supplies,Dublin,JB-15925,Joni Blumstein,0.2,2016-12-24,CA-2016-169397,43017.0,OFF-FA-10000585,OIC Bulk Pack Metal Binder Clips,1.8148,2,2016-12-27,First Class,Ohio,Fasteners,5.58,2016,12,3,3.49
Office Supplies,Dublin,JB-15925,Joni Blumstein,0.2,2016-12-24,CA-2016-169397,43017.0,OFF-PA-10004000,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",8.2302,6,2016-12-27,First Class,Ohio,Paper,22.7,2016,12,3,4.73
Furniture,Dublin,JB-15925,Joni Blumstein,0.2,2016-12-24,CA-2016-169397,43017.0,FUR-FU-10000087,"Executive Impressions 14"" Two-Color Numerals Wall Clock",19.0848,4,2016-12-27,First Class,Ohio,Furnishings,72.7,2016,12,3,22.72
Office Supplies,Dublin,JB-15925,Joni Blumstein,0.2,2016-12-24,CA-2016-169397,43017.0,OFF-AR-10001958,Stanley Bostitch Contemporary Electric Pencil Sharpeners,2.7168,2,2016-12-27,First Class,Ohio,Art,27.16,2016,12,3,16.97
Office Supplies,New York City,CC-12670,Craig Carreira,0.2,2018-12-01,CA-2018-163139,10009.0,OFF-BI-10003460,Acco 3-Hole Punch,6.132,5,2018-12-03,Second Class,New York,Binders,17.52,2018,12,2,4.38
Office Supplies,Cincinnati,CA-12310,Christine Abelman,0.2,2018-12-09,US-2018-145366,45231.0,OFF-ST-10004180,Safco Commercial Shelving,-7.4416,1,2018-12-13,Standard Class,Ohio,Storage,37.2,2018,12,4,46.5
Office Supplies,Cincinnati,CA-12310,Christine Abelman,0.2,2018-12-09,US-2018-145366,45231.0,OFF-EN-10004386,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",21.591,3,2018-12-13,Standard Class,Ohio,Envelopes,57.57,2018,12,4,23.99
Office Supplies,Philadelphia,AG-10495,Andrew Gjertsen,0.2,2018-10-13,CA-2018-132976,19140.0,OFF-PA-10000673,"Post-it ""Important Message"" Note Pad, Neon Colors, 50 Sheets/Pad",4.0768,2,2018-10-17,Standard Class,Pennsylvania,Paper,11.64,2018,10,4,7.28
Office Supplies,Philadelphia,AG-10495,Andrew Gjertsen,0.2,2018-10-13,CA-2018-132976,19140.0,OFF-PA-10004470,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",5.9072,4,2018-10-17,Standard Class,Pennsylvania,Paper,18.17,2018,10,4,5.68
Office Supplies,Philadelphia,AG-10495,Andrew Gjertsen,0.2,2018-10-13,CA-2018-132976,19140.0,OFF-ST-10000876,Eldon Simplefile Box Office,5.9712,6,2018-10-17,Standard Class,Pennsylvania,Storage,59.71,2018,10,4,12.44
Office Supplies,Philadelphia,AG-10495,Andrew Gjertsen,0.2,2018-10-13,CA-2018-132976,19140.0,OFF-LA-10002043,Avery 489,8.694,3,2018-10-17,Standard Class,Pennsylvania,Labels,24.84,2018,10,4,10.35
Office Supplies,Columbus,NZ-18565,Nick Zandusky,0.2,2017-11-20,CA-2017-110772,43229.0,OFF-FA-10002983,Advantus SlideClip Paper Clips,6.6836,7,2017-11-24,Second Class,Ohio,Fasteners,19.09,2017,11,4,3.41
Office Supplies,Columbus,NZ-18565,Nick Zandusky,0.2,2017-11-20,CA-2017-110772,43229.0,OFF-LA-10004689,Avery 512,6.2424,8,2017-11-24,Second Class,Ohio,Labels,18.49,2017,11,4,2.89
Technology,Columbus,NZ-18565,Nick Zandusky,0.2,2017-11-20,CA-2017-110772,43229.0,TEC-AC-10002001,Logitech Wireless Gaming Headset G930,54.3966,2,2017-11-24,Second Class,Ohio,Accessories,255.98,2017,11,4,159.99
Office Supplies,Philadelphia,SP-20860,Sung Pak,0.2,2015-12-28,CA-2015-164259,19143.0,OFF-AR-10003373,"Boston School Pro Electric Pencil Sharpener, 1670",8.6744,4,2015-12-30,First Class,Pennsylvania,Art,99.13,2015,12,2,30.98
Office Supplies,Philadelphia,PO-18850,Patrick O'Brill,0.2,2017-08-30,US-2017-141544,19143.0,OFF-ST-10000675,"File Shuttle II and Handi-File, Black",3.389,2,2017-09-01,First Class,Pennsylvania,Storage,54.22,2017,8,2,33.89
Office Supplies,Philadelphia,PO-18850,Patrick O'Brill,0.2,2017-08-30,US-2017-141544,19143.0,OFF-LA-10001074,Round Specialty Laser Printer Labels,33.831,10,2017-09-01,First Class,Pennsylvania,Labels,100.23,2017,8,2,12.53
Office Supplies,Philadelphia,JD-15895,Jonathan Doherty,0.2,2015-04-13,CA-2015-122336,19140.0,OFF-AR-10000122,Newell 314,1.116,4,2015-04-17,Second Class,Pennsylvania,Art,17.85,2015,4,4,5.58
Office Supplies,Philadelphia,JD-15895,Jonathan Doherty,0.2,2015-04-13,CA-2015-122336,19140.0,OFF-FA-10002780,Staples,10.0724,13,2015-04-17,Second Class,Pennsylvania,Fasteners,30.99,2015,4,4,2.98
Office Supplies,New York City,AB-10060,Adam Bellavance,0.2,2017-09-01,CA-2017-129714,10009.0,OFF-BI-10002160,Acco Hanging Data Binders,1.0668,1,2017-09-03,First Class,New York,Binders,3.04,2017,9,2,3.8
Office Supplies,New York City,AB-10060,Adam Bellavance,0.2,2017-09-01,CA-2017-129714,10009.0,OFF-BI-10004995,GBC DocuBind P400 Electric Binding System,1415.4296,4,2017-09-03,First Class,New York,Binders,4355.16,2017,9,2,1360.99
Furniture,New York City,JL-15505,Jeremy Lonsdale,0.2,2017-04-08,CA-2017-138520,10035.0,FUR-BO-10002268,Sauder Barrister Bookcases,-4.8588,6,2017-04-13,Standard Class,New York,Bookcases,388.7,2017,4,5,80.98
Furniture,Philadelphia,DK-13225,Dean Katz,0.2,2016-12-03,CA-2016-122756,19140.0,FUR-FU-10001935,3M Hangers With Command Adhesive,0.777,1,2016-12-07,Standard Class,Pennsylvania,Furnishings,2.96,2016,12,4,3.7
Office Supplies,Cincinnati,NG-18430,Nathan Gelder,0.2,2015-11-24,CA-2015-115973,45231.0,OFF-AR-10004757,Crayola Colored Pencils,0.4264,1,2015-11-26,First Class,Ohio,Art,2.62,2015,11,2,3.28
Office Supplies,New York City,MV-18190,Mike Vittorini,0.2,2018-12-11,CA-2018-101798,10009.0,OFF-BI-10000050,"Angle-D Binders with Locking Rings, Label Holders",7.884,4,2018-12-15,Standard Class,New York,Binders,23.35,2018,12,4,7.3
Office Supplies,Akron,EB-13705,Ed Braxton,0.2,2018-10-20,CA-2018-147277,44312.0,OFF-ST-10000142,Deluxe Rollaway Locking File with Drawer,66.5408,2,2018-10-24,Standard Class,Ohio,Storage,665.4,2018,10,4,415.87
Office Supplies,New York City,EB-13705,Ed Braxton,0.2,2018-11-12,CA-2018-134978,10024.0,OFF-BI-10003274,"Avery Durable Slant Ring Binders, No Labels",5.373,5,2018-11-15,Second Class,New York,Binders,15.92,2018,11,3,3.98
Office Supplies,Newark,LF-17185,Luke Foster,0.2,2017-10-20,CA-2017-106341,43055.0,OFF-AR-10002053,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",0.7152,3,2017-10-23,First Class,Ohio,Art,7.15,2017,10,3,2.98
Office Supplies,Philadelphia,MG-18145,Mike Gockenbach,0.2,2016-09-03,US-2016-138303,19134.0,OFF-ST-10004963,Eldon Gobal File Keepers,-7.2672,3,2016-09-07,Standard Class,Pennsylvania,Storage,36.33,2016,9,4,15.14
Office Supplies,Philadelphia,MG-18145,Mike Gockenbach,0.2,2016-09-03,US-2016-138303,19134.0,OFF-SU-10002881,Martin Yale Chadless Opener Electric Letter Opener,-149.9058,1,2016-09-07,Standard Class,Pennsylvania,Supplies,666.24,2016,9,4,832.8
Office Supplies,Philadelphia,MG-18145,Mike Gockenbach,0.2,2016-09-03,US-2016-138303,19134.0,OFF-EN-10001335,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",19.692,6,2016-09-07,Standard Class,Pennsylvania,Envelopes,52.51,2016,9,4,10.94
Office Supplies,New York City,MP-17470,Mark Packer,0.2,2016-12-03,CA-2016-147851,10009.0,OFF-BI-10004528,Cardinal Poly Pocket Divider Pockets for Ring Binders,3.36,4,2016-12-08,Standard Class,New York,Binders,10.75,2016,12,5,3.36
Office Supplies,Springfield,LM-17065,Liz MacKendrick,0.2,2016-12-18,US-2016-120161,45503.0,OFF-ST-10001809,Fellowes Officeware Wire Shelving,-145.5246,9,2016-12-23,Standard Class,Ohio,Storage,646.77,2016,12,5,89.83
Office Supplies,New York City,AS-10135,Adrian Shami,0.2,2018-11-19,CA-2018-162929,10035.0,OFF-BI-10000404,Avery Printable Repositionable Plastic Tabs,13.932,6,2018-11-22,First Class,New York,Binders,41.28,2018,11,3,8.6
Office Supplies,New York City,JF-15415,Jennifer Ferguson,0.2,2018-12-28,CA-2018-164826,10024.0,OFF-BI-10001922,Storex Dura Pro Binders,11.2266,7,2019-01-04,Standard Class,New York,Binders,33.26,2018,12,7,5.94
Office Supplies,Philadelphia,TP-21130,Theone Pippenger,0.2,2017-07-14,CA-2017-120180,19134.0,OFF-SU-10004115,Acme Stainless Steel Office Snips,1.0178,2,2017-07-16,First Class,Pennsylvania,Supplies,11.63,2017,7,2,7.27
Office Supplies,Philadelphia,CK-12205,Chloris Kastensmidt,0.2,2017-07-16,US-2017-100720,19120.0,OFF-SU-10001574,Acme Value Line Scissors,0.73,2,2017-07-21,Standard Class,Pennsylvania,Supplies,5.83,2017,7,5,3.64
Office Supplies,Philadelphia,AR-10510,Andrew Roberts,0.2,2015-05-23,US-2015-105767,19134.0,OFF-AR-10001246,Newell 317,2.3814,9,2015-05-27,Standard Class,Pennsylvania,Art,21.16,2015,5,4,2.94
Office Supplies,Philadelphia,GD-14590,Giulietta Dortch,0.2,2017-09-11,CA-2017-121223,19143.0,OFF-PA-10001204,Xerox 1972,2.64,2,2017-09-13,Second Class,Pennsylvania,Paper,8.44,2017,9,2,5.28
Office Supplies,New York City,NG-18355,Nat Gilpin,0.2,2018-08-18,CA-2018-117947,10011.0,OFF-BI-10002824,Recycled Easel Ring Binders,33.57,9,2018-08-23,Second Class,New York,Binders,107.42,2018,8,5,14.92
Office Supplies,Columbus,CR-12730,Craig Reiter,0.2,2017-08-22,CA-2017-137239,43229.0,OFF-AP-10002439,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,8.5164,2,2017-08-28,Standard Class,Ohio,Appliances,113.55,2017,8,6,70.97
Office Supplies,Columbus,CR-12730,Craig Reiter,0.2,2017-08-22,CA-2017-137239,43229.0,OFF-EN-10002230,Airmail Envelopes,45.3222,2,2017-08-28,Standard Class,Ohio,Envelopes,134.28,2017,8,6,83.92
Furniture,Cleveland,RP-19390,Resi Pölking,0.2,2015-12-24,CA-2015-156314,44105.0,FUR-FU-10003096,"Master Giant Foot Doorstop, Safety Yellow",8.7285,5,2015-12-26,First Class,Ohio,Furnishings,30.35,2015,12,2,7.59
Office Supplies,New York City,DJ-13630,Doug Jacobs,0.2,2017-11-19,CA-2017-164511,10024.0,OFF-BI-10003305,Avery Hanging File Binders,4.6644,3,2017-11-24,Standard Class,New York,Binders,14.35,2017,11,5,5.98
Furniture,New York City,RA-19285,Ralph Arnett,0.2,2018-12-25,CA-2018-161480,10035.0,FUR-BO-10004015,"Bush Andora Bookcase, Maple/Graphite Gray Finish",4.7996,2,2018-12-29,Standard Class,New York,Bookcases,191.98,2018,12,4,119.99
Office Supplies,Chester,JO-15550,Jesus Ocampo,0.2,2016-05-14,CA-2016-119291,19013.0,OFF-AR-10003373,"Boston School Pro Electric Pencil Sharpener, 1670",17.3488,8,2016-05-17,First Class,Pennsylvania,Art,198.27,2016,5,3,30.98
